element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mo,1,"=""425.4951""","=""""","=""425.4952+""","=""140""","=""2.01e+07""",B,"=""26638.742""","=""50134.158""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d5.(4F).5p""","=""u 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""426.9279""","=""""","=""426.9280+""","=""270""","=""1.36e+07""",B,"=""21343.204""","=""44759.769""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""427.6906""","=""""","=""427.6906+""","=""890""","=""2.85e+07""",A,"=""16692.905""","=""40067.717""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4G).5p""","=""z 5H*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""427.7239""","=""""","=""427.7239+""","=""1200""","=""1.35e+07""",B,"=""12346.280""","=""35719.270""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""428.8631""","=""""","=""428.8630+""","=""1400""","=""1.05e+07""",B+,"=""11858.498""","=""35169.407""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""429.2134""","=""""","=""429.2135+""","=""680*""","=""6.9e+06""",B+,"=""11142.784""","=""34434.660""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""429.3215""","=""""","=""429.3215+""","=""890""","=""8.3e+06""",B+,"=""11454.362""","=""34740.380""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""429.3880""","=""""","=""429.3881+""","=""360""","=""5.73e+06""",B+,"=""10965.947""","=""34248.354""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""431.7922""","=""""","=""431.7922+""","=""170""","=""1.28e+07""",B,"=""25638.567""","=""48791.344""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""""","=""25.1*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""432.5802""","=""""","=""432.5802+""","=""114""","=""1.84e+07""",B,"=""20930.425""","=""44041.026""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(4D).5p""","=""y 3D*""","=""1""",3,3,,"=""T5293""","=""L10250""",
Mo,1,"=""432.6136""","=""""","=""432.6137+""","=""840""","=""2.56e+07""",A,"=""16641.081""","=""39749.894""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d5.(4G).5p""","=""z 5H*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""432.6744""","=""""","=""432.6744+""","=""250""","=""4.35e+06""",B+,"=""11142.784""","=""34248.354""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""434.0738""","=""""","=""434.0737+""","=""85""","=""1.23e+07""",B,"=""26758.660""","=""49789.746""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""4d5.(4F).5p""","=""u 3F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""435.0331""","=""""","=""435.0331+""","=""230""","=""2.94e+06""",B+,"=""11454.362""","=""34434.660""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""436.9041""","=""""","=""436.9042+""","=""230""","=""1.86e+06""",B+,"=""11858.498""","=""34740.380""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""438.1630""","=""""","=""438.1630+""","=""1900""","=""2.93e+07""",A,"=""16783.856""","=""39600.000""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""z 5G*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""438.2408""","=""""","=""438.2408+""","=""75""","=""3.8e+07""",B,"=""33904.506""","=""56716.603""","=""4d5.(2H).5s""","=""a 1H""","=""5""","=""4d5.(2H).5p""","=""z 1I*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""440.9944""","=""""","=""440.9945+""","=""75""","=""1.38e+07""",B,"=""30113.151""","=""52782.806""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""63.1*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""441.1565""","=""""","=""441.1565+""","=""2500*""","=""2.89e+06""",A,"=""16783.856""","=""39445.182""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""z 5G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""441.1695""","=""0.0010""","=""441.1695+""","=""2500*""","=""2.63e+07""",A,"=""16784.522""","=""39445.182""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""z 5G*""","=""5""",11,11,,"=""T5293""","=""L10250""",
Mo,1,"=""442.3609""","=""""","=""442.3609+""","=""210""","=""9.3e+06""",B+,"=""18229.152""","=""40828.781""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""443.4948""","=""""","=""443.4949+""","=""990""","=""2.51e+07""",A,"=""16747.720""","=""39289.564""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""444.2202""","=""""","=""444.2202+""","=""200""","=""4.88e+06""",A,"=""16784.522""","=""39289.564""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""z 5G*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""444.6425""","=""""","=""444.6424+""","=""85""","=""1.90e+07""",B+,"=""29981.714""","=""52465.385""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""59*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""444.9738""","=""""","=""444.9739+""","=""340""","=""8.4e+06""",A,"=""16692.905""","=""39159.828""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""445.7354""","=""""","=""445.7355+""","=""480""","=""1.28e+07""",A,"=""16692.905""","=""39121.439""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""447.4570""","=""""","=""447.4569+""","=""630""","=""2.10e+07""",A,"=""16641.081""","=""38983.332""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d5.(4G).5p""","=""z 5G*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""449.1279""","=""""","=""449.1280+""","=""230""","=""7.6e+06""",B,"=""18229.152""","=""40488.277""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""449.1647""","=""""","=""449.1647+""","=""30""","=""2.09e+07""",B,"=""33904.506""","=""56161.808""","=""4d5.(2H).5s""","=""a 1H""","=""5""","=""4d5.(2H).5p""","=""y 1H*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""450.4901""","=""""","=""450.4902+""","=""120""","=""4.3e+05""",B,"=""25997.337""","=""48189.154""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""4d5.(2I).5p""","=""y 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""451.2134""","=""""","=""451.2135+""","=""140""","=""9.7e+05""",B+,"=""11142.784""","=""33299.029""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""451.7121""","=""""","=""451.7121+""","=""230""","=""7.6e+06""",B,"=""18356.491""","=""40488.277""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""452.4331""","=""""","=""452.4332+""","=""230*""","=""1.70e+06""",B+,"=""11858.498""","=""33955.010""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""452.9395""","=""""","=""452.9395+""","=""120""","=""4.9e+06""",B,"=""20350.507""","=""42422.323""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d5.(4D).5p""","=""w 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""453.6766""","=""""","=""453.6766+""","=""5""","=""5.0e+05""",B,"=""25455.636""","=""47491.592""","=""4d6""","=""c 5D""","=""4""","=""""","=""18*""","=""5""",9,11,,"=""T5293""","=""L10250""",
Mo,1,"=""453.6796""","=""""","=""453.6796+""","=""396""","=""5.0e+07""",B+,"=""28241.014""","=""50276.822""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d5.(2I).5p""","=""z 3K*""","=""7""",13,15,,"=""T5293""","=""L10250""",
Mo,1,"=""455.8104""","=""""","=""455.8105+""","=""110""","=""1.14e+06""",B+,"=""10965.947""","=""32898.742""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""457.6494""","=""""","=""457.6494+""","=""210""","=""2.11e+06""",B+,"=""11454.362""","=""33299.029""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""459.5155""","=""""","=""459.5155+""","=""170""","=""1.90e+06""",B+,"=""11142.784""","=""32898.742""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""459.8225""","=""""","=""459.8226+""","=""26""","=""1.47e+07""",B,"=""27866.684""","=""49608.111""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""0""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""460.9873""","=""""","=""460.9874+""","=""360""","=""8.22e+06""",A,"=""18229.152""","=""39915.644""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""462.1365""","=""""","=""462.1365+""","=""100""","=""3.8e+06""",B,"=""18356.491""","=""39989.061""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""462.4232""","=""""","=""462.4233+""","=""30""","=""1.32e+07""",B,"=""29171.107""","=""50790.261""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""462.6464""","=""""","=""462.6464+""","=""460""","=""3.65e+06""",B+,"=""12346.280""","=""33955.010""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""462.7481""","=""""","=""462.7481+""","=""100""","=""1.90e+06""",B+,"=""18356.491""","=""39960.469""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""463.3075""","=""""","=""463.3075+""","=""45""","=""2.35e+07""",B,"=""28274.290""","=""49852.184""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""1""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""464.9059""","=""""","=""464.9059+""","=""12""","=""1.25e+07""",C+,"=""25820.622""","=""47324.332""","=""4d6""","=""c 5D""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250""",
Mo,1,"=""464.9062""","=""""","=""464.9062+""","=""7""","=""7.9e+05""",C+,"=""25905.490""","=""47409.183""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""17.1*""","=""4""",11,9,,"=""T5293""","=""L10250""",
Mo,1,"=""465.2244""","=""""","=""465.2245+""","=""57""","=""1.55e+07""",B,"=""28666.545""","=""50155.527""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""466.2759""","=""""","=""466.2758+""","=""220""","=""2.02e+06""",B+,"=""11858.498""","=""33299.029""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""467.1895""","=""""","=""467.1895+""","=""130""","=""6.1e+06""",B,"=""21343.204""","=""42741.804""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4D).5p""","=""w 5D*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""468.6081""","=""""","=""468.6081+""","=""26""","=""1.72e+07""",B,"=""28274.290""","=""49608.111""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""1""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""468.8213""","=""""","=""468.8213+""","=""130""","=""1.54e+07""",B,"=""28241.014""","=""49565.135""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""470.7247""","=""""","=""470.7247+""","=""640""","=""3.63e+07""",B+,"=""20947.940""","=""42185.838""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""470.8222""","=""""","=""470.8223+""","=""150""","=""7.6e+06""",B+,"=""18229.152""","=""39462.647""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""471.7919""","=""""","=""471.7918+""","=""220""","=""5.2e+06""",B+,"=""20157.802""","=""41347.664""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""471.8858""","=""""","=""471.8858+""","=""40""","=""2.17e+07""",B,"=""28666.545""","=""49852.184""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""472.3053""","=""""","=""472.3052+""","=""26""","=""1.23e+07""",B,"=""32688.270""","=""53855.099""","=""4d5.(2G).5s""","=""b 1G""","=""4""","=""""","=""83*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""472.9136""","=""""","=""472.9137+""","=""100""","=""5.4e+06""",B+,"=""20947.940""","=""42087.533""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""473.1441""","=""""","=""473.1442+""","=""700""","=""4.49e+07""",B+,"=""21153.884""","=""42283.180""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""475.0390""","=""""","=""475.0390+""","=""100""","=""3.91e+06""",B+,"=""20350.507""","=""41395.523""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""475.8501""","=""""","=""475.8502+""","=""45""","=""3.01e+07""",B,"=""29781.120""","=""50790.261""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""5""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""476.0182""","=""""","=""476.0183+""","=""770""","=""4.67e+07""",B+,"=""21343.204""","=""42344.929""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""476.4108""","=""""","=""476.4108+""","=""78""","=""2.16e+07""",B,"=""29171.107""","=""50155.527""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""3""",9,7,,"=""T5293""","=""L10250""",
Mo,1,"=""477.6341""","=""""","=""477.6341+""","=""150""","=""6.25e+06""",A,"=""18229.152""","=""39159.828""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""479.6517""","=""""","=""479.6517+""","=""100""","=""6.5e+06""",B+,"=""21343.204""","=""42185.838""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""481.1050""","=""""","=""481.1050+""","=""90""","=""4.4e+07""",B,"=""30496.016""","=""51275.691""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""6""","=""4d4.5s.(6D).6s""","=""f 7D""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""481.9248""","=""""","=""481.9248+""","=""410""","=""2.71e+07""",B+,"=""21343.204""","=""42087.533""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""483.0512""","=""""","=""483.0513+""","=""410""","=""4.07e+07""",A,"=""21153.884""","=""41849.838""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""y 3F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""485.8389""","=""""","=""485.8389+""","=""23""","=""1.24e+07""",B,"=""34810.153""","=""55387.359""","=""4d6""","=""c 3H""","=""6""","=""""","=""100*""","=""5""",13,11,,"=""T5293""","=""L10250""",
Mo,1,"=""486.8017""","=""""","=""486.8017+""","=""360""","=""3.11e+07""",A,"=""20947.940""","=""41484.450""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""495.0614""","=""""","=""495.0614+""","=""110""","=""2.93e+06""",B+,"=""18229.152""","=""38423.030""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""495.7530""","=""""","=""495.7532+""","=""150""","=""6.4e+06""",B+,"=""18356.491""","=""38522.192""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""497.9125""","=""""","=""497.9124+""","=""210""","=""2.3e+06""",C+,"=""10768.332""","=""30846.584""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""499.9902""","=""""","=""499.9903+""","=""110""","=""8.6e+06""",B,"=""24465.771""","=""44460.583""","=""4d4.5s2""","=""a 3H""","=""5""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""501.0809""","=""""","=""501.0809+""","=""20""","=""1.63e+06""",B,"=""26638.742""","=""46590.034""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""6*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""501.4580""","=""""","=""501.4581+""","=""180""","=""1.05e+07""",B,"=""24823.482""","=""44759.769""","=""4d4.5s2""","=""a 3H""","=""6""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""501.6761""","=""""","=""501.6761+""","=""26""","=""3.6e+06""",B,"=""25707.071""","=""45634.691""","=""4d6""","=""c 5D""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""501.9842""","=""""","=""501.9842+""","=""20""","=""1.67e+06""",B,"=""25794.608""","=""45709.998""","=""4d6""","=""c 5D""","=""2""","=""4d5.(4D).5p""","=""x 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""502.8994""","=""""","=""502.8994+""","=""80""","=""4.7e+06""",B,"=""24096.294""","=""43975.441""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""503.0755""","=""""","=""503.0756+""","=""65""","=""4.3e+06""",B,"=""25997.337""","=""45869.523""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""503.7177""","=""""","=""503.7177+""","=""14""","=""1.14e+07""",C+,"=""35042.114""","=""54888.968""","=""4d6""","=""c 3H""","=""4""","=""""","=""95*""","=""3""",9,7,,"=""T5293""","=""L10250""",
Mo,1,"=""503.8897""","=""""","=""503.8896+""","=""23*""","=""2.8e+06""",B,"=""25794.608""","=""45634.691""","=""4d6""","=""c 5D""","=""2""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""504.4356""","=""""","=""504.4357+""","=""43""","=""1.31e+07""",B,"=""28923.668""","=""48742.274""","=""4d5.(6S).5p""","=""z 5P*""","=""3""","=""4d5.(6S).7s""","=""f 5S""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""504.6509""","=""""","=""504.6509+""","=""26""","=""8.3e+05""",B,"=""21153.884""","=""40964.040""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""504.7697""","=""""","=""504.7697+""","=""100""","=""2.61e+07""",B,"=""20930.425""","=""40735.918""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""505.4998""","=""""","=""505.4997+""","=""50""","=""1.11e+06""",B+,"=""21618.630""","=""41395.523""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""505.8069""","=""""","=""505.8070+""","=""35""","=""1.83e+06""",B,"=""27726.714""","=""47491.592""","=""4d4.5s2""","=""b 3G""","=""5""","=""""","=""18*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""505.9869""","=""""","=""505.9871+""","=""200""","=""6.9e+06""",B+,"=""20157.802""","=""39915.644""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""506.2514""","=""""","=""506.2513+""","=""35""","=""2.07e+06""",B+,"=""20950.853""","=""40698.382""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""506.4632""","=""""","=""506.4633+""","=""29""","=""3.31e+05""",B+,"=""18229.152""","=""37968.418""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""507.9864""","=""""","=""507.9865+""","=""35""","=""2.41e+06""",B,"=""26189.445""","=""45869.523""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""508.0012""","=""""","=""508.0014+""","=""100""","=""3.68e+06""",B+,"=""20280.968""","=""39960.469""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""508.1251""","=""""","=""508.1251+""","=""35""","=""5.5e+04""",C+,"=""11858.498""","=""31533.206""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""509.0971""","=""""","=""509.0971+""","=""40""","=""5.4e+06""",B,"=""25820.622""","=""45457.767""","=""4d6""","=""c 5D""","=""1""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""509.1334""","=""""","=""509.1335+""","=""35""","=""7.8e+05""",B,"=""20930.425""","=""40566.167""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""509.2151""","=""""","=""509.2151+""","=""35""","=""4.2e+06""",B,"=""31484.615""","=""51117.208""","=""4d4.5s2""","=""b 1I""","=""6""","=""""","=""39.1*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""509.5880""","=""""","=""509.5880+""","=""40""","=""1.45e+06""",B,"=""20947.940""","=""40566.167""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
