element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Fe,1,"=""404.60620""","=""0.00005""","=""404.606181""","=""0.000023""","=""1620""","=""6.85e+06""",C+,"=""26339.696""","=""51048.107""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,3,"=""""","=""""","=""404.6468""","=""0.0020""","=""""","=""3.1e-03""",D+,"=""436.19""","=""25142.12""","=""3d6""","=""5D""","=""3""","=""3d6""","=""3G""","=""3""",7,7,M1+E2,"=""u45""","=""""",
Fe,1,"=""404.73037""","=""0.00025""","=""404.73025""","=""0.00004""","=""288""","=""2.15e+05""",C,"=""18378.186""","=""43079.023""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,2,"=""""","=""""","=""404.91163""","=""0.00005""","=""""","=""3.03e-02""",D+,"=""13474.4474""","=""38164.220""","=""3d7""","=""a 4P""","=""5/2""","=""3d6.(1D2).4s""","=""c 2D""","=""5/2""",6,6,M1+E2,"=""T8961""","=""""",
Fe,1,"=""404.93267""","=""0.00005""","=""404.932629""","=""0.000023""","=""1410""","=""2.11e+05""",B,"=""20874.482""","=""45562.974""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,1,"=""405.19051""","=""0.00013""","=""405.190535""","=""0.000023""","=""870""","=""3.3e+06""",D,"=""27394.691""","=""52067.469""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,3,"=""405.2511""","=""0.0012""","=""405.2513""","=""0.0012""","=""350""","=""1.11e+08""",B,"=""198658.96""","=""223328.04""","=""3d5.(4G).5p""","=""5H*""","=""3""","=""3d5.(4G).6s""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,3,"=""405.3114""","=""0.0012""","=""405.3112""","=""0.0008""","=""1700""","=""1.02e+08""",B,"=""166252.93""","=""190918.36""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).6s""","=""7S""","=""3""",7,7,,"=""u44""","=""L1171""",
Fe,1,"=""405.41768""","=""0.00025""","=""405.417774""","=""0.000023""","=""257""","=""7.7e+05""",D,"=""26339.696""","=""50998.645""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""405.48666""","=""0.00005""","=""405.486626""","=""0.000023""","=""1320""","=""9.61e+06""",B,"=""27559.583""","=""52214.345""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",5,3,,"=""T6110""","=""L11631""",
Fe,1,"=""405.50352""","=""0.00005""","=""405.503501""","=""0.000023""","=""4790""","=""4.43e+05""",B+,"=""20641.110""","=""45294.846""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,1,"=""405.73433""","=""0.00005""","=""405.734287""","=""0.000023""","=""1050""","=""4.95e+05""",C,"=""22249.429""","=""46889.142""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""405.8217""","=""0.0003""","=""405.821663""","=""0.000023""","=""2240bl""","=""4.47e+06""",C+,"=""25899.989""","=""50534.397""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",9,7,,"=""T5720""","=""L11631""",
Fe,1,"=""405.87537""","=""0.00005""","=""405.875343""","=""0.000023""","=""1230""","=""6.52e+05""",C,"=""19552.478""","=""44183.628""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
Fe,1,"=""405.97133""","=""0.00005""","=""405.97130""","=""0.00004""","=""980""","=""5.71e+06""",C+,"=""28604.613""","=""53229.941""","=""3d7.(2D2).4s""","=""a 1D""","=""2""","=""3d7.(2D2).4p""","=""v 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,3,"=""406.0005""","=""0.0012""","=""406.0009""","=""0.0010""","=""97""","=""5.2e+07""",C,"=""204907.28""","=""229530.81""","=""3d5.(4D).5p""","=""5F*""","=""1""","=""3d5.(4D).6s""","=""5D""","=""1""",3,3,,"=""u44""","=""L1171""",
Fe,2,"=""406.0717""","=""0.0003""","=""406.07168""","=""0.00003""","=""33""","=""1.6e+06""",D+,"=""79331.361""","=""103950.602""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""","=""3d6.(5D).5d""","=""6F""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""406.1731""","=""0.0017""","=""406.1730""","=""0.0015""","=""350h""","=""1.04e+08""",B,"=""198717.71""","=""223330.81""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).6s""","=""5G""","=""3""",9,7,,"=""u44""","=""L1171""",
Fe,1,"=""406.24406""","=""0.00005""","=""406.244071""","=""0.000023""","=""15100""","=""1.85e+07""",C+,"=""22946.816""","=""47555.610""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""y 3S*""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,1,"=""406.35939""","=""0.00005""","=""406.359365""","=""0.000023""","=""830000""","=""6.65e+07""",B+,"=""12560.934""","=""37162.746""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,1,"=""406.53809""","=""0.00013""","=""406.538067""","=""0.000023""","=""930""","=""1.7e+07""",D+,"=""27666.348""","=""52257.346""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""0""",3,1,,"=""T2491n""","=""L11631""",
Fe,3,"=""406.5977""","=""0.0018""","=""406.5969""","=""0.0012""","=""1700w""","=""8.6e+07""",C+,"=""204943.37""","=""229530.81""","=""3d5.(4D).5p""","=""5F*""","=""2""","=""3d5.(4D).6s""","=""5D""","=""1""",5,3,,"=""u44""","=""L1171""",
Fe,1,"=""406.65850""","=""0.00005""","=""406.658491""","=""0.000023""","=""2450""","=""1.17e+06""",B,"=""24118.819""","=""48702.535""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""406.72709""","=""0.00005""","=""406.727070""","=""0.000023""","=""8300""","=""2.19e+06""",B,"=""20641.110""","=""45220.681""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",9,7,,"=""T4293""","=""L11631""",
Fe,1,"=""406.79775""","=""0.00005""","=""406.797774""","=""0.000023""","=""10500""","=""1.51e+07""",B,"=""25899.989""","=""50475.288""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""406.9067""","=""0.0003""","=""406.906609""","=""0.000023""","=""195""","=""1.9e+06""",D,"=""26479.381""","=""51048.107""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",3,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""406.9213""","=""0.0012""","=""406.9206""","=""0.0008""","=""380""","=""8.1e+07""",C+,"=""205002.60""","=""229570.48""","=""3d5.(4D).5p""","=""5F*""","=""3""","=""3d5.(4D).6s""","=""5D""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,1,"=""407.07705""","=""0.00005""","=""407.077024""","=""0.000023""","=""5000""","=""1.1e+07""",D+,"=""26140.179""","=""50698.620""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""2""",7,5,,"=""T2491n""","=""L11631""",
Fe,1,"=""407.15198""","=""0.00005""","=""407.151979""","=""0.000023""","=""3470""","=""4.28e+05""",B+,"=""20874.482""","=""45428.402""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""407.17377""","=""0.00005""","=""407.173752""","=""0.000023""","=""710000""","=""7.64e+07""",A,"=""12968.554""","=""37521.161""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 3F*""","=""2""",5,5,,"=""T3831""","=""L11631""",
Fe,1,"=""407.25021""","=""0.00013""","=""407.250219""","=""0.000023""","=""780""","=""4.88e+06""",B,"=""27666.348""","=""52214.345""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",3,3,,"=""T6110""","=""L11631""",
Fe,2,"=""""","=""""","=""407.36138""","=""0.00005""","=""""","=""1.64e-02""",D+,"=""13673.2045""","=""38214.503""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(1D2).4s""","=""c 2D""","=""3/2""",4,4,M1+E2,"=""T8961""","=""""",
Fe,1,"=""407.37620""","=""0.00005""","=""407.376195""","=""0.000023""","=""3550""","=""1.68e+07""",B,"=""26339.696""","=""50880.102""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""407.4786""","=""0.0003""","=""407.478563""","=""0.000023""","=""7200bl""","=""3.43e+06""",C+,"=""24574.655""","=""49108.896""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""w 3F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,2,"=""407.59428""","=""0.00007""","=""407.59491""","=""0.00003""","=""500""","=""1.6e+03""",E,"=""20516.9534""","=""45044.1916""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(5D).4p""","=""z 4D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c145""",
Fe,1,"=""407.62177""","=""0.00013""","=""407.62185""","=""0.00004""","=""890""","=""1.4e+06""",E,"=""24772.018""","=""49297.635""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 3D*""","=""1""",3,3,,"=""T2578n""","=""L11631""",
Fe,1,"=""407.64895""","=""0.00005""","=""407.648942""","=""0.000023""","=""2950""","=""4.43e+05""",B,"=""21038.987""","=""45562.974""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""407.66288""","=""0.00005""","=""407.662889""","=""0.000023""","=""11200""","=""1.32e+07""",B,"=""25899.989""","=""50423.137""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""407.67997""","=""0.00005""","=""407.679979""","=""0.000023""","=""1260""","=""3.81e+06""",D+,"=""26339.696""","=""50861.816""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""407.83536""","=""0.00005""","=""407.835319""","=""0.000023""","=""5400""","=""4.55e+06""",B+,"=""21038.987""","=""45551.767""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""407.91678""","=""0.00013""","=""407.916762""","=""0.000023""","=""540""","=""5.4e+06""",E,"=""27559.583""","=""52067.469""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",5,5,,"=""T2578n""","=""L11631""",
Fe,3,"=""407.9299""","=""0.0017""","=""407.9298""","=""0.0010""","=""150h""","=""1.5e+07""",D+,"=""205002.60""","=""229509.70""","=""3d5.(4D).5p""","=""5F*""","=""3""","=""3d5.(4D).6s""","=""5D""","=""3""",7,7,,"=""u44""","=""L1171""",
Fe,3,"=""""","=""""","=""407.9660""","=""0.0020""","=""""","=""2.1e-03""",D+,"=""436.19""","=""24941.12""","=""3d6""","=""5D""","=""3""","=""3d6""","=""3G""","=""4""",7,9,M1+E2,"=""u45""","=""""",
Fe,1,"=""407.98377""","=""0.00005""","=""407.983784""","=""0.000023""","=""4570""","=""5.83e+06""",B,"=""23051.750""","=""47555.610""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d7.(4P).4p""","=""y 3S*""","=""1""",1,3,,"=""T5720""","=""L11631""",
Fe,2,"=""407.9995""","=""""","=""407.99951""","=""0.00003""","="":""","=""4.22e-02""",C,"=""3117.4877""","=""27620.4033""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""",4,6,M1+E2,"=""T8961""","=""L22760""",
Fe,1,"=""408.02089""","=""0.00005""","=""408.02090""","=""0.00004""","=""1820""","=""2.3e+07""",D,"=""26479.381""","=""50981.012""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""0""",3,1,,"=""T2491n""","=""L11631""",
Fe,1,"=""408.08766""","=""0.00013""","=""408.087574""","=""0.000023""","=""398""","=""2.3e+06""",D,"=""26550.479""","=""51048.107""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",1,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""408.1005""","=""0.0012""","=""408.1010""","=""0.0008""","=""3000""","=""1.30e+08""",B,"=""166421.54""","=""190918.36""","=""3d5.(6S).5p""","=""7P*""","=""4""","=""3d5.(6S).6s""","=""7S""","=""3""",9,7,,"=""u44""","=""L1171""",
Fe,3,"=""408.1513""","=""0.0012""","=""408.1507""","=""0.0008""","=""86""","=""7.87e+07""",B,"=""198338.77""","=""222832.61""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5I""","=""5""",9,11,,"=""u44""","=""L1171""",
Fe,2,"=""""","=""""","=""408.19776""","=""0.00005""","=""""","=""4.69e-02""",C,"=""13673.2045""","=""38164.220""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(1D2).4s""","=""c 2D""","=""5/2""",4,6,E2,"=""T8961""","=""""",
Fe,3,"=""408.1983""","=""0.0017""","=""408.2014""","=""0.0010""","=""86h""","=""3.66e+07""",B,"=""198333.92""","=""222824.72""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5I""","=""7""",13,15,,"=""u44""","=""L1171""",
Fe,1,"=""408.21076""","=""0.00013""","=""408.210685""","=""0.000024""","=""720""","=""2.5e+06""",D,"=""27559.583""","=""52049.823""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""408.24243""","=""0.00013""","=""408.24252""","=""0.00004""","=""347""","=""4.0e+06""",E,"=""29320.026""","=""53808.356""","=""3d6.4s2""","=""b 3D""","=""1""","=""3d7.(2P).4p""","=""x 3S*""","=""1""",3,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""408.2474""","=""0.0012""","=""408.2477""","=""0.0008""","=""760""","=""8.70e+07""",B,"=""198821.58""","=""223309.60""","=""3d5.(4G).5p""","=""5H*""","=""6""","=""3d5.(4G).6s""","=""5G""","=""5""",13,11,,"=""u44""","=""L1171""",
Fe,3,"=""408.2760""","=""0.0020""","=""408.2759""","=""0.0012""","=""86""","=""9.28e+07""",B,"=""198337.17""","=""222823.50""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5I""","=""4""",7,9,,"=""u44""","=""L1171""",
Fe,1,"=""408.35489""","=""0.00005""","=""408.35489""","=""0.00004""","=""1020""","=""1.84e+05""",C,"=""18378.186""","=""42859.778""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,2,"=""""","=""""","=""408.378652""","=""0.000024""","=""""","=""8.7e-03""",D,"=""1872.5998""","=""26352.7671""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""",10,10,E2,"=""T9588c100""","=""""",
Fe,2,"=""408.4325""","=""""","=""408.432538""","=""0.000025""","="":""","=""2.64e-02""",C,"=""2837.9807""","=""27314.9183""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""",6,8,E2,"=""T8961""","=""L22760""",
Fe,1,"=""408.44913""","=""0.00005""","=""408.449152""","=""0.000024""","=""7100""","=""8.66e+06""",C+,"=""26874.550""","=""51350.492""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",11,9,,"=""T5720""","=""L11631""",
Fe,1,"=""408.50038""","=""0.00005""","=""408.500408""","=""0.000024""","=""7800""","=""4.7e+06""",D,"=""22946.816""","=""47419.687""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""1D*""","=""2""",3,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""408.53028""","=""0.00005""","=""408.530273""","=""0.000024""","=""5000""","=""8.92e+06""",C+,"=""26140.179""","=""50611.261""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,1,"=""408.5984""","=""0.0003""","=""408.59820""","=""0.00005""","=""331""","=""5.1e+06""",E,"=""33507.123""","=""57974.137""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d6.(5D).4s (4D).4d""","=""i 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""408.70936""","=""0.00005""","=""408.709336""","=""0.000024""","=""1050""","=""1.9e+06""",D,"=""26874.550""","=""51334.911""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",11,9,,"=""T2491n""","=""L11631""",
Fe,2,"=""""","=""""","=""408.727543""","=""0.000015""","=""""","=""3.e+03""",E,"=""20830.5534""","=""45289.8248""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""3/2""",6,4,,"=""T6892c83""","=""""",
Fe,1,"=""408.85565""","=""0.00013""","=""408.85558""","=""0.00004""","=""560""","=""4.2e+06""",D,"=""29356.744""","=""53808.356""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d7.(2P).4p""","=""x 3S*""","=""1""",5,3,,"=""T2578n""","=""L11631""",
Fe,1,"=""408.92166""","=""0.00005""","=""408.921655""","=""0.000024""","=""2290""","=""3.45e+05""",C+,"=""23783.619""","=""48231.280""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""5""",11,11,,"=""T5720""","=""L11631""",
Fe,3,"=""408.993""","=""0.003""","=""408.9941""","=""0.0012""","=""330hp""","=""1.38e+08""",C+,"=""198333.71""","=""222777.04""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5F""","=""1""",5,3,,"=""u44""","=""L1171""",
Fe,1,"=""409.00724""","=""0.00013""","=""409.007214""","=""0.000024""","=""398""","=""1.0e+06""",D,"=""27394.691""","=""51837.238""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""3""",7,7,,"=""T2578n""","=""L11631""",
Fe,3,"=""409.0427""","=""0.0024""","=""409.0396""","=""0.0008""","=""85""","=""4.5e+06""",D,"=""198333.71""","=""222774.32""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5F""","=""2""",5,5,,"=""u44""","=""L1171""",
Fe,1,"=""409.09533""","=""0.00013""","=""409.095319""","=""0.000024""","=""468""","=""1.1e+06""",D,"=""27166.820""","=""51604.103""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""3""",9,7,,"=""T2578n""","=""L11631""",
Fe,3,"=""409.0986""","=""0.0012""","=""409.0975""","=""0.0007""","=""500""","=""1.07e+08""",B,"=""198337.17""","=""222774.32""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5F""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,1,"=""409.15528""","=""0.00013""","=""409.155244""","=""0.000024""","=""690""","=""1.14e+06""",B,"=""22838.323""","=""47272.027""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",5,3,,"=""T6110""","=""L11631""",
Fe,3,"=""409.234""","=""0.003""","=""409.2298""","=""0.0010""","=""1100*""","=""4.9e+07""",C+,"=""198336.81""","=""222766.06""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5G""","=""4""",11,9,,"=""u44""","=""L1171""",
Fe,3,"=""409.234""","=""0.003""","=""409.2359""","=""0.0012""","=""1100*""","=""6.1e+06""",D+,"=""198337.17""","=""222766.06""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5G""","=""4""",7,9,,"=""u44""","=""L1171""",
Fe,3,"=""409.263""","=""0.003""","=""409.2627""","=""0.0010""","=""330*""","=""4.7e+07""",C+,"=""198338.77""","=""222766.06""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5G""","=""4""",9,9,,"=""u44""","=""L1171""",
Fe,3,"=""409.3048""","=""0.0012""","=""409.3057""","=""0.0008""","=""220""","=""1.22e+08""",B,"=""198333.71""","=""222758.43""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5G""","=""2""",5,5,,"=""u44""","=""L1171""",
Fe,3,"=""409.3224""","=""0.0012""","=""409.3228""","=""0.0010""","=""750""","=""7.69e+07""",B,"=""198848.60""","=""223272.30""","=""3d5.(4G).5p""","=""5H*""","=""7""","=""3d5.(4G).6s""","=""5G""","=""6""",15,13,,"=""u44""","=""L1171""",
Fe,3,"=""409.3624""","=""0.0020""","=""409.3637""","=""0.0010""","=""51""","=""5.5e+07""",C+,"=""198337.17""","=""222758.43""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,3,"=""409.436""","=""0.003""","=""409.4336""","=""0.0012""","=""240p""","=""7.01e+07""",B,"=""205092.61""","=""229509.70""","=""3d5.(4D).5p""","=""5F*""","=""4""","=""3d5.(4D).6s""","=""5D""","=""3""",9,7,,"=""u44""","=""L1171""",
Fe,3,"=""409.4995""","=""0.0012""","=""409.4997""","=""0.0007""","=""140""","=""3.2e+06""",D,"=""198337.17""","=""222750.32""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5F""","=""3""",7,7,,"=""u44""","=""L1171""",
Fe,3,"=""409.526""","=""0.003""","=""409.5266""","=""0.0008""","=""500p""","=""1.06e+08""",B,"=""198338.77""","=""222750.32""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5F""","=""3""",9,7,,"=""u44""","=""L1171""",
Fe,3,"=""409.536""","=""0.003""","=""409.5371""","=""0.0008""","=""330hp""","=""1.05e+08""",B,"=""198333.92""","=""222744.84""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5G""","=""5""",13,11,,"=""u44""","=""L1171""",
Fe,3,"=""409.587""","=""0.003""","=""409.5856""","=""0.0008""","=""500bl(Fe I)""","=""3.0e+07""",C+,"=""198336.81""","=""222744.84""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5G""","=""5""",11,11,,"=""u44""","=""L1171""",
Fe,1,"=""409.59705""","=""0.00005""","=""409.597024""","=""0.000024""","=""5600""","=""2.65e+06""",B+,"=""20874.482""","=""45281.833""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
Fe,3,"=""409.618""","=""0.003""","=""409.6185""","=""0.0008""","=""84h""","=""4.7e+06""",D+,"=""198338.77""","=""222744.84""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5G""","=""5""",9,11,,"=""u44""","=""L1171""",
Fe,3,"=""409.6544""","=""0.0020""","=""409.6556""","=""0.0012""","=""220""","=""9.03e+07""",B,"=""199635.07""","=""224038.93""","=""3d5.(4G).5p""","=""3H*""","=""6""","=""3d5.(4G).6s""","=""3G""","=""5""",13,11,,"=""u44""","=""L1171""",
Fe,3,"=""""","=""""","=""409.6659""","=""0.0024""","=""""","=""1.3e-03""",D+,"=""738.87""","=""25142.12""","=""3d6""","=""5D""","=""2""","=""3d6""","=""3G""","=""3""",5,7,M1+E2,"=""u45""","=""""",
Fe,1,"=""409.70831""","=""0.00013""","=""409.708319""","=""0.000024""","=""500""","=""2.9e+06""",E,"=""26479.381""","=""50880.102""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",3,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""409.758""","=""0.003""","=""409.7560""","=""0.0015""","=""1100*""","=""8.99e+07""",B,"=""199660.99""","=""224058.87""","=""3d5.(4G).5p""","=""3H*""","=""5""","=""3d5.(4G).6s""","=""3G""","=""4""",11,9,,"=""u44""","=""L1171""",
Fe,3,"=""409.758""","=""0.003""","=""409.7587""","=""0.0012""","=""1100*""","=""9.94e+07""",B,"=""198336.81""","=""222734.53""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5F""","=""4""",11,9,,"=""u44""","=""L1171""",
Fe,3,"=""409.7920""","=""0.0020""","=""409.7916""","=""0.0012""","=""51""","=""2.9e+06""",D,"=""198338.77""","=""222734.53""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5F""","=""4""",9,9,,"=""u44""","=""L1171""",
