element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mn,2,"=""200.191""","=""0.002""","=""200.1896""","=""0.0004""","=""60H""","=""1.8e+08""",D,"=""59537.455""","=""109473.92""","=""3d6""","=""c 1G""","=""4""","=""3d5.(b 2G).4p""","=""v 1G*""","=""4""",9,9,,"=""c88""","=""L562""",
Mn,2,"=""203.731""","=""0.0015""","=""203.73039""","=""0.00025""","=""500""","=""1.4e+08""",D,"=""30523.71""","=""79592.42""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""y 3H*""","=""6""",13,13,,"=""c88""","=""L562""",
Mn,2,"=""203.7643""","=""0.0006""","=""203.76474""","=""0.00017""","=""400""","=""1.2e+08""",D,"=""30679.51""","=""79739.95""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",11,11,,"=""c88""","=""L562""",
Mn,2,"=""203.997""","=""0.002""","=""203.99717""","=""0.00021""","=""400*""","=""1.2e+08""",D,"=""30796.06""","=""79800.61""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",9,9,,"=""c88""","=""L562""",
Mn,2,"=""207.6210""","=""0.0006""","=""207.6217""","=""0.0003""","=""300""","=""1.2e+08""",D,"=""38720.26""","=""86869.44""","=""3d6""","=""a 1I""","=""6""","=""3d5.(2H).4p""","=""y 1I*""","=""6""",13,13,,"=""c88""","=""L562""",
Mn,2,"=""208.476""","=""0.0015""","=""208.47656""","=""0.00022""","=""100""","=""4.2e+07""",D,"=""30523.71""","=""78475.47""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""z 3I*""","=""7""",13,15,,"=""c88""","=""L562""",
Mn,2,"=""208.891""","=""0.0015""","=""208.8924""","=""0.0003""","=""40""","=""7.e+07""",D,"=""43528.661""","=""91384.98""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""5""",11,11,,"=""c88""","=""L562""",
Mn,2,"=""209.7463""","=""0.0006""","=""209.74753""","=""0.00018""","=""200""","=""4.6e+07""",D,"=""30679.51""","=""78340.74""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""z 3I*""","=""6""",11,13,,"=""c88""","=""L562""",
Mn,2,"=""210.250""","=""0.0015""","=""210.24965""","=""0.00018""","=""200""","=""9.e+07""",D,"=""38901.88""","=""86449.30""","=""3d6""","=""a 1G""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",9,9,,"=""c88""","=""L562""",
Mn,2,"=""211.3964""","=""0.0006""","=""211.39784""","=""0.00022""","=""300""","=""5.3e+07""",D,"=""30796.06""","=""78085.26""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""z 3I*""","=""5""",9,11,,"=""c88""","=""L562""",
Mn,2,"=""211.940""","=""0.0015""","=""211.9437""","=""0.0003""","=""30""","=""7.e+07""",D,"=""49882.208""","=""97049.64""","=""3d5.(4F).4s""","=""c 3F""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""s 3F*""","=""4""",9,9,,"=""c88""","=""L562""",
