element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cr,1,"=""698.09033""","=""0.00010""","=""698.09025""","=""0.00005""","=""34""","=""1.5e+06""",D,"=""27935.2412""","=""42256.0868""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""3""",9,7,,"=""T4288""","=""L14866""",
Cr,1,"=""717.056""","=""0.005""","=""717.05290""","=""0.00015""","=""15""","=""2.5e+05""",E,"=""33113.212""","=""47055.3416""","=""3d5.(2F1).4s""","=""b 3F""","=""4""","=""3d5.(4G).4p""","=""y 3G*""","=""5""",9,11,,"=""T2268""","=""L808""",
Cr,1,"=""735.58905""","=""0.00005""","=""735.58903""","=""0.00004""","=""1400""","=""9.14e+06""",B,"=""23305.0026""","=""36895.8060""","=""3d5.(6S).4p""","=""z 7P*""","=""2""","=""3d5.(6S).5s""","=""e 7S""","=""3""",5,7,,"=""u10""","=""L14866""",
Cr,1,"=""740.01798""","=""0.00005""","=""740.01798""","=""0.00004""","=""1900""","=""1.35e+07""",B,"=""23386.3419""","=""36895.8060""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).5s""","=""e 7S""","=""3""",7,7,,"=""u10""","=""L14866""",
Cr,2,"=""""","=""""","=""800.00682""","=""0.00006""","=""""","=""1.0e-01""",E,"=""0.0000""","=""12496.4565""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4s""","=""a 6D""","=""9/2""",6,10,E2,"=""T1775""","=""""",
Cr,2,"=""""","=""""","=""812.53230""","=""0.00006""","=""""","=""9.4e-02""",E,"=""0.0000""","=""12303.8200""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4s""","=""a 6D""","=""7/2""",6,8,E2,"=""T1775""","=""""",
Cr,2,"=""""","=""""","=""822.97004""","=""0.00006""","=""""","=""8.8e-02""",E,"=""0.0000""","=""12147.7713""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""",6,6,E2,"=""T1775""","=""""",
Cr,2,"=""""","=""""","=""830.85104""","=""0.00006""","=""""","=""8.4e-02""",E,"=""0.0000""","=""12032.5447""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4s""","=""a 6D""","=""3/2""",6,4,E2,"=""T1775""","=""""",
Cr,2,"=""""","=""""","=""835.76864""","=""0.00006""","=""""","=""8.2e-02""",E,"=""0.0000""","=""11961.7464""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4s""","=""a 6D""","=""1/2""",6,2,E2,"=""T1775""","=""""",
Cr,1,"=""891.62404""","=""0.00016""","=""891.62403""","=""0.00013""","=""75""","=""2.5e+05""",D,"=""31393.2968""","=""42605.7080""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4G).4p""","=""z 5G*""","=""6""",11,13,,"=""T4913""","=""L14866""",
Cr,1,"=""893.91912""","=""0.00016""","=""893.91918""","=""0.00014""","=""32""","=""9.9e+04""",D,"=""31355.1192""","=""42538.7424""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(4G).4p""","=""z 5G*""","=""3""",5,7,,"=""T4913""","=""L14866""",
Cr,1,"=""895.57452""","=""0.00016""","=""895.57457""","=""0.00014""","=""23""","=""2.0e+05""",D,"=""31352.3828""","=""42515.3342""","=""3d5.(4F).4s""","=""a 5F""","=""1""","=""3d5.(4G).4p""","=""z 5G*""","=""2""",3,5,,"=""T4913""","=""L14866""",
