element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Co,2,"=""495.25707""","=""0.00005""","=""495.25711""","=""0.00003""","=""670""","=""4.6e+07""",C+,"=""91352.880""","=""111538.779""","=""3d7.(4F).4d""","=""e 5G""","=""4""","=""3d7.(4F<5/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""495.36883""","=""0.00007""","=""495.36887""","=""0.00004""","=""280""","=""4.5e+07""",C+,"=""90753.266""","=""110934.611""","=""3d7.(4F).4d""","=""f 5F""","=""3""","=""3d7.(4F<7/2>).4f""","=""2[7/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""495.46520""","=""0.00012""","=""495.46503""","=""0.00010""","=""150""","=""2.7e+07""",C+,"=""91424.773""","=""111602.201""","=""3d7.(4F).4d""","=""e 5P""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[3/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""495.53504""","=""0.00006""","=""495.53500""","=""0.00007""","=""380""","=""1.45e+07""",C+,"=""90753.266""","=""110927.845""","=""3d7.(4F).4d""","=""f 5F""","=""3""","=""3d7.(4F<7/2>).4f""","=""2[9/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""495.69886""","=""0.00006""","=""495.69864""","=""0.00007""","=""340""","=""3.7e+07""",C+,"=""89931.466""","=""110099.385""","=""3d7.(4F).4d""","=""f 5F""","=""5""","=""3d7.(4F<9/2>).4f""","=""2[9/2]*""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""495.7901""","=""0.0003""","=""495.79004""","=""0.00007""","=""47""","=""1.0e+05""",E,"=""91408.494""","=""111572.695""","=""3d7.(4F).4d""","=""e 3D""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[5/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""495.82963""","=""0.00005""","=""495.82966""","=""0.00003""","=""900""","=""8.8e+06""",C+,"=""89931.466""","=""110094.056""","=""3d7.(4F).4d""","=""f 5F""","=""5""","=""3d7.(4F<9/2>).4f""","=""2[11/2]*""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.19095""","=""0.00010""","=""496.18990""","=""0.00007""","=""80*""","=""1.6e+05""",E,"=""91408.494""","=""111556.446""","=""3d7.(4F).4d""","=""e 3D""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[5/2]*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.19095""","=""0.00010""","=""496.19063""","=""0.00007""","=""80*""","=""3.8e+06""",D,"=""91424.773""","=""111572.695""","=""3d7.(4F).4d""","=""e 5P""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[5/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.20836""","=""0.00011""","=""496.20824""","=""0.00005""","=""90""","=""8.5e+06""",C+,"=""91408.494""","=""111555.701""","=""3d7.(4F).4d""","=""e 3D""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.23565""","=""0.00005""","=""496.23566""","=""0.00004""","=""1100""","=""8.8e+07""",C+,"=""89931.466""","=""110077.560""","=""3d7.(4F).4d""","=""f 5F""","=""5""","=""3d7.(4F<9/2>).4f""","=""2[9/2]*""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.3408""","=""0.0007""","=""496.34022""","=""0.00010""","=""24""","=""8.e+06""",D,"=""91408.494""","=""111550.344""","=""3d7.(4F).4d""","=""e 3D""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[7/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.41681""","=""0.00005""","=""496.41682""","=""0.00003""","=""2200""","=""8.3e+07""",C+,"=""89931.466""","=""110070.208""","=""3d7.(4F).4d""","=""f 5F""","=""5""","=""3d7.(4F<9/2>).4f""","=""2[11/2]*""","=""6""",11,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.43552""","=""0.00017""","=""496.43600""","=""0.00017""","=""76""","=""1.8e+07""",D,"=""91424.773""","=""111562.737""","=""3d7.(4F).4d""","=""e 5P""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[3/2]*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.51642""","=""0.00014""","=""496.51630""","=""0.00005""","=""33""","=""4.6e+06""",D,"=""91408.494""","=""111543.201""","=""3d7.(4F).4d""","=""e 3D""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[9/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.59140""","=""0.00008""","=""496.59113""","=""0.00006""","=""200""","=""1.1e+07""",D,"=""91424.773""","=""111556.446""","=""3d7.(4F).4d""","=""e 5P""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[5/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""496.74167""","=""0.00007""","=""496.74170""","=""0.00007""","=""240""","=""2.7e+07""",C+,"=""91424.773""","=""111550.344""","=""3d7.(4F).4d""","=""e 5P""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[7/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""497.1382""","=""0.0003""","=""497.13842""","=""0.00015""","=""100""","=""1.5e+07""",D,"=""91932.084""","=""112041.595""","=""3d7.(4F).4d""","=""e 5P""","=""1""","=""3d7.(4F<3/2>).4f""","=""2[3/2]*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""497.2705""","=""0.0003""","=""497.27232""","=""0.00022""","=""66i""","=""1.3e+07""",D,"=""91932.084""","=""112036.18""","=""3d7.(4F).4d""","=""e 5P""","=""1""","=""3d7.(4F<3/2>).4f""","=""2[3/2]*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""497.81163""","=""0.00008""","=""497.8112""","=""0.0015""","=""150*""","=""4.2e+05""",D,"=""90967.590""","=""111049.924""","=""3d7.(4F).4d""","=""f 5F""","=""2""","=""3d7.(4P).5p""","=""5D*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""497.81163""","=""0.00008""","=""497.81156""","=""0.00010""","=""150*""","=""1.08e+07""",C+,"=""91918.200""","=""112000.519""","=""3d7.(4F).4d""","=""e 3G""","=""4""","=""3d7.(4F<3/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""497.9433""","=""0.0006""","=""497.9431""","=""0.0003""","=""310""","=""3.0e+07""",C+,"=""89931.466""","=""110008.482""","=""3d7.(4F).4d""","=""f 5F""","=""5""","=""3d7.(4F<9/2>).4f""","=""2[13/2]*""","=""6""",11,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""498.5636""","=""0.0011""","=""498.56318""","=""0.00022""","=""70""","=""9.e+06""",D,"=""91928.989""","=""111981.033""","=""3d7.(4F).4d""","=""e 5G""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[5/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""498.640""","=""""","=""498.64015""","=""0.00012""","=""160bl(Co I):""","=""3.6e+06""",D,"=""91932.084""","=""111981.033""","=""3d7.(4F).4d""","=""e 5P""","=""1""","=""3d7.(4F<3/2>).4f""","=""2[5/2]*""","=""2""",3,5,,"=""T6999""","=""L9429c119""",
Co,2,"=""498.6956""","=""0.0003""","=""498.69537""","=""0.00007""","=""110""","=""1.3e+07""",D,"=""90967.590""","=""111014.319""","=""3d7.(4F).4d""","=""f 5F""","=""2""","=""3d7.(4F<7/2>).4f""","=""2[1/2]*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""498.792""","=""0.004""","=""""","=""3.6e-02""",C,"=""16979.56""","=""37022.42""","=""3d7""","=""a 2G""","=""9/2""","=""3d7""","=""a 2F""","=""5/2""",10,6,E2,"=""u37""","=""""",
Co,2,"=""498.9044""","=""0.0005""","=""498.90427""","=""0.00007""","=""97""","=""2.7e+06""",D,"=""90967.590""","=""111005.925""","=""3d7.(4F).4d""","=""f 5F""","=""2""","=""3d7.(4P).5p""","=""5D*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""499.04625""","=""0.00009""","=""499.04623""","=""0.00010""","=""340""","=""8.3e+07""",C+,"=""90967.590""","=""111000.225""","=""3d7.(4F).4d""","=""f 5F""","=""2""","=""3d7.(4F<7/2>).4f""","=""2[3/2]*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""499.20661""","=""0.00007""","=""499.20644""","=""0.00010""","=""160""","=""1.0e+07""",D,"=""91958.369""","=""111984.575""","=""3d7.(4F).4d""","=""e 5D""","=""3""","=""3d7.(4F<3/2>).4f""","=""2[5/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""499.34375""","=""0.00008""","=""499.34343""","=""0.00017""","=""360""","=""4.0e+07""",C+,"=""91928.989""","=""111949.701""","=""3d7.(4F).4d""","=""e 5G""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[7/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""499.59716""","=""0.00005""","=""499.59719""","=""0.00004""","=""600""","=""3.4e+07""",C+,"=""90975.540""","=""110986.083""","=""3d7.(4F).4d""","=""e 5H""","=""6""","=""3d7.(4F<7/2>).4f""","=""2[13/2]*""","=""7""",13,15,,"=""T6999""","=""L9429c118""",
Co,2,"=""499.78648""","=""0.00008""","=""499.78649""","=""0.00007""","=""550""","=""6.0e+07""",C+,"=""90967.590""","=""110970.554""","=""3d7.(4F).4d""","=""f 5F""","=""2""","=""3d7.(4F<7/2>).4f""","=""2[5/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""500.0801""","=""0.0003""","=""500.07892""","=""0.00015""","=""23""","=""3.3e+05""",D,"=""92044.913""","=""112036.18""","=""3d7.(4F).4d""","=""e 3D""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[3/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""500.30701""","=""0.00010""","=""500.30696""","=""0.00008""","=""420""","=""3.7e+07""",C+,"=""91958.369""","=""111940.524""","=""3d7.(4F).4d""","=""e 5D""","=""3""","=""3d7.(4F<3/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""500.68662""","=""0.00011""","=""500.68618""","=""0.00008""","=""360p""","=""2.6e+07""",C+,"=""90967.590""","=""110934.611""","=""3d7.(4F).4d""","=""f 5F""","=""2""","=""3d7.(4F<7/2>).4f""","=""2[7/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""500.77152""","=""0.00005""","=""500.77152""","=""0.00006""","=""640""","=""1.6e+06""",D,"=""90199.163""","=""110162.781""","=""3d7.(4F).4d""","=""f 5F""","=""4""","=""3d7.(4F<9/2>).4f""","=""2[5/2]*""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""500.94253""","=""0.00012""","=""500.94253""","=""0.00008""","=""87""","=""4.5e+06""",D,"=""90975.540""","=""110932.343""","=""3d7.(4F).4d""","=""e 5H""","=""6""","=""3d7.(4F<7/2>).4f""","=""2[11/2]*""","=""6""",13,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.27032""","=""0.00009""","=""501.27020""","=""0.00010""","=""270""","=""9.6e+06""",C+,"=""91049.431""","=""110993.189""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4P).5p""","=""5D*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.35503""","=""0.00024""","=""501.35504""","=""0.00013""","=""30""","=""2.1e+06""",D,"=""91646.447""","=""111586.830""","=""3d7.(4F).4d""","=""e 5H""","=""5""","=""3d7.(4F<5/2>).4f""","=""2[11/2]*""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.36595""","=""0.00005""","=""501.36593""","=""0.00006""","=""590""","=""4.4e+07""",C+,"=""91646.447""","=""111586.397""","=""3d7.(4F).4d""","=""e 5H""","=""5""","=""3d7.(4F<5/2>).4f""","=""2[11/2]*""","=""6""",11,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.4324""","=""0.0004""","=""501.43224""","=""0.00010""","=""42""","=""4.9e+05""",D,"=""91928.989""","=""111866.302""","=""3d7.(4F).4d""","=""e 5G""","=""2""","=""3d7.(4P).5p""","=""3D*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.4624""","=""0.0004""","=""501.46225""","=""0.00015""","=""170""","=""1.8e+07""",C+,"=""92044.913""","=""111981.033""","=""3d7.(4F).4d""","=""e 3D""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[5/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.5099""","=""0.0005""","=""501.51010""","=""0.00015""","=""55""","=""7.e+05""",D,"=""91932.084""","=""111866.302""","=""3d7.(4F).4d""","=""e 5P""","=""1""","=""3d7.(4P).5p""","=""3D*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.59111""","=""0.00008""","=""501.59105""","=""0.00008""","=""360bl(Co II)""","=""8.4e+07""",C+,"=""90199.163""","=""110130.164""","=""3d7.(4F).4d""","=""f 5F""","=""4""","=""3d7.(4F<9/2>).4f""","=""2[7/2]*""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.59673""","=""0.00006""","=""501.59704""","=""0.00013""","=""730bl(Co II)""","=""5.e+06""",D,"=""90199.163""","=""110129.926""","=""3d7.(4F).4d""","=""f 5F""","=""4""","=""3d7.(4F<9/2>).4f""","=""2[7/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""501.68457""","=""0.00012""","=""501.68443""","=""0.00010""","=""82""","=""2.1e+06""",D,"=""91049.431""","=""110976.722""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4F<7/2>).4f""","=""2[5/2]*""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.25163""","=""0.00005""","=""502.25161""","=""0.00010""","=""900""","=""7.5e+07""",C+,"=""92044.913""","=""111949.701""","=""3d7.(4F).4d""","=""e 3D""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[7/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.36689""","=""0.00005""","=""502.36685""","=""0.00004""","=""860""","=""1.02e+08""",C+,"=""90199.163""","=""110099.385""","=""3d7.(4F).4d""","=""f 5F""","=""4""","=""3d7.(4F<9/2>).4f""","=""2[9/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.50146""","=""0.00011""","=""502.50141""","=""0.00008""","=""99""","=""6.e+05""",D,"=""90199.163""","=""110094.056""","=""3d7.(4F).4d""","=""f 5F""","=""4""","=""3d7.(4F<9/2>).4f""","=""2[11/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.54228""","=""0.00010""","=""502.54206""","=""0.00008""","=""90""","=""2.5e+07""",C+,"=""91049.431""","=""110942.715""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4F<7/2>).4f""","=""2[7/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.56638""","=""0.00012""","=""502.56611""","=""0.00013""","=""77""","=""6.e+06""",D,"=""91646.447""","=""111538.779""","=""3d7.(4F).4d""","=""e 5H""","=""5""","=""3d7.(4F<5/2>).4f""","=""2[9/2]*""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.59109""","=""0.00005""","=""502.59107""","=""0.00005""","=""990""","=""6.3e+07""",C+,"=""91049.431""","=""110940.775""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4F<7/2>).4f""","=""2[11/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.6476""","=""0.0003""","=""502.64758""","=""0.00006""","=""77""","=""7.e+06""",D,"=""91667.338""","=""111556.446""","=""3d7.(4F).4d""","=""e 5G""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[5/2]*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.66642""","=""0.00005""","=""502.66640""","=""0.00004""","=""680""","=""7.0e+07""",C+,"=""91667.338""","=""111555.701""","=""3d7.(4F).4d""","=""e 5G""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.6968""","=""0.0004""","=""502.69598""","=""0.00010""","=""44""","=""1.2e+06""",D,"=""92120.640""","=""112007.833""","=""3d7.(4F).4d""","=""e 5H""","=""4""","=""3d7.(4F<3/2>).4f""","=""2[9/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.74698""","=""0.00007""","=""502.74687""","=""0.00008""","=""140""","=""2.0e+07""",C+,"=""91049.431""","=""110934.611""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4F<7/2>).4f""","=""2[7/2]*""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.80193""","=""0.00007""","=""502.80184""","=""0.00010""","=""490""","=""1.08e+07""",C+,"=""91667.338""","=""111550.344""","=""3d7.(4F).4d""","=""e 5G""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[7/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.88072""","=""0.00005""","=""502.88093""","=""0.00008""","=""490""","=""3.5e+07""",C+,"=""92120.640""","=""112000.519""","=""3d7.(4F).4d""","=""e 5H""","=""4""","=""3d7.(4F<3/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.91813""","=""0.00005""","=""502.91799""","=""0.00004""","=""1700*""","=""2.5e+07""",C+,"=""91049.431""","=""110927.845""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4F<7/2>).4f""","=""2[9/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.91813""","=""0.00005""","=""502.91842""","=""0.00005""","=""1700*""","=""4.1e+07""",C+,"=""90199.163""","=""110077.560""","=""3d7.(4F).4d""","=""f 5F""","=""4""","=""3d7.(4F<9/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.95591""","=""0.00006""","=""502.95614""","=""0.00010""","=""200*""","=""4.3e+06""",D,"=""91049.431""","=""110926.337""","=""3d7.(4F).4d""","=""e 5D""","=""4""","=""3d7.(4F<7/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""502.98250""","=""0.00006""","=""502.98254""","=""0.00005""","=""490""","=""1.6e+07""",C+,"=""91667.338""","=""111543.201""","=""3d7.(4F).4d""","=""e 5G""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[9/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,1,"=""""","=""""","=""503.4031""","=""""","=""""","=""2.4e+04""",E,"=""16470.60""","=""36329.86""","=""3p6.3d8.(1D).4s""","=""a 2D""","=""3/2""","=""3p6.3d8.(3F).4p""","=""y 2F*""","=""5/2""",4,6,,"=""T4223""","=""""",
Co,1,"=""""","=""""","=""503.4923""","=""""","=""""","=""5.0e+05""",B,"=""28345.86""","=""48201.60""","=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 4F*""","=""9/2""","=""3p6.3d7.4s.(5F).5s""","=""f 4F""","=""7/2""",10,8,,"=""T4223""","=""""",
Co,2,"=""503.75777""","=""0.00010""","=""503.75755""","=""0.00008""","=""140""","=""1.36e+08""",C+,"=""90302.776""","=""110148.061""","=""3d7.(4F).4d""","=""e 5G""","=""6""","=""3d7.(4F<9/2>).4f""","=""2[15/2]*""","=""7""",13,15,,"=""T6999""","=""L9429c118""",
Co,2,"=""504.4024""","=""0.0003""","=""504.40317""","=""0.00015""","=""80""","=""3.6e+06""",D,"=""92120.640""","=""111940.524""","=""3d7.(4F).4d""","=""e 5H""","=""4""","=""3d7.(4F<3/2>).4f""","=""2[7/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""505.07088""","=""0.00005""","=""505.07089""","=""0.00006""","=""3800""","=""1.8e+07""",C+,"=""90302.776""","=""110096.458""","=""3d7.(4F).4d""","=""e 5G""","=""6""","=""3d7.(4F<9/2>).4f""","=""2[13/2]*""","=""7""",13,15,,"=""T6999""","=""L9429c118""",
Co,2,"=""505.13213""","=""0.00007""","=""505.13219""","=""0.00004""","=""140""","=""1.2e+06""",D,"=""90302.776""","=""110094.056""","=""3d7.(4F).4d""","=""e 5G""","=""6""","=""3d7.(4F<9/2>).4f""","=""2[11/2]*""","=""5""",13,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""505.55349""","=""0.00006""","=""505.55357""","=""0.00004""","=""220""","=""1.7e+07""",C+,"=""90302.776""","=""110077.560""","=""3d7.(4F).4d""","=""e 5G""","=""6""","=""3d7.(4F<9/2>).4f""","=""2[9/2]*""","=""5""",13,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""505.74154""","=""0.00005""","=""505.74160""","=""0.00004""","=""1700""","=""6.7e+07""",C+,"=""90302.776""","=""110070.208""","=""3d7.(4F).4d""","=""e 5G""","=""6""","=""3d7.(4F<9/2>).4f""","=""2[11/2]*""","=""6""",13,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""506.0317""","=""0.0003""","=""506.03208""","=""0.00015""","=""110""","=""2.1e+07""",D,"=""92285.510""","=""112041.595""","=""3d7.(4F).4d""","=""e 5D""","=""0""","=""3d7.(4F<3/2>).4f""","=""2[3/2]*""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""506.70994""","=""0.00005""","=""506.70997""","=""0.00004""","=""1200""","=""6.e+06""",D,"=""90464.589""","=""110194.244""","=""3d7.(4F).4d""","=""e 5P""","=""3""","=""3d7.(4F<9/2>).4f""","=""2[3/2]*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""506.98852""","=""0.00020""","=""506.98861""","=""0.00015""","=""240""","=""2.2e+07""",C+,"=""92317.368""","=""112036.18""","=""3d7.(4F).4d""","=""e 5D""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[3/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""507.3254""","=""0.0008""","=""507.3258""","=""0.0003""","=""150""","=""1.8e+07""",C+,"=""90302.776""","=""110008.482""","=""3d7.(4F).4d""","=""e 5G""","=""6""","=""3d7.(4F<9/2>).4f""","=""2[13/2]*""","=""6""",13,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""507.51136""","=""0.00008""","=""507.51137""","=""0.00013""","=""380bl(Co II)""","=""1.8e+08""",C+,"=""90464.589""","=""110163.09""","=""3d7.(4F).4d""","=""e 5P""","=""3""","=""3d7.(4F<9/2>).4f""","=""2[5/2]*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""507.51965""","=""0.00007""","=""507.51933""","=""0.00008""","=""520bl(Co II)""","=""1.3e+06""",D,"=""90464.589""","=""110162.781""","=""3d7.(4F).4d""","=""e 5P""","=""3""","=""3d7.(4F<9/2>).4f""","=""2[5/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""507.70644""","=""0.00009""","=""507.70694""","=""0.00015""","=""340*""","=""4.6e+07""",C+,"=""91932.084""","=""111622.997""","=""3d7.(4F).4d""","=""e 5P""","=""1""","=""3d7.(4F<5/2>).4f""","=""2[1/2]*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.1638""","=""0.0007""","=""508.16376""","=""0.00016""","=""86""","=""2.8e+06""",D,"=""91928.989""","=""111602.201""","=""3d7.(4F).4d""","=""e 5G""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[3/2]*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.24368""","=""0.00006""","=""508.24371""","=""0.00006""","=""310""","=""3.3e+07""",C+,"=""91932.084""","=""111602.201""","=""3d7.(4F).4d""","=""e 5P""","=""1""","=""3d7.(4F<5/2>).4f""","=""2[3/2]*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.31893""","=""0.00005""","=""508.31892""","=""0.00004""","=""780""","=""3.1e+07""",C+,"=""92317.368""","=""111984.575""","=""3d7.(4F).4d""","=""e 5D""","=""2""","=""3d7.(4F<3/2>).4f""","=""2[5/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.3431""","=""0.0003""","=""508.34347""","=""0.00005""","=""65""","=""1.6e+06""",D,"=""91326.932""","=""110993.189""","=""3d7.(4F).4d""","=""e 3G""","=""5""","=""3d7.(4P).5p""","=""5D*""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.36200""","=""0.00007""","=""508.36110""","=""0.00008""","=""650bl(Co II)""","=""9.3e+07""",C+,"=""90464.589""","=""110130.164""","=""3d7.(4F).4d""","=""e 5P""","=""3""","=""3d7.(4F<9/2>).4f""","=""2[7/2]*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.36727""","=""0.00025""","=""508.36725""","=""0.00016""","=""91bl(Co II)""","=""1.1e+06""",D,"=""90464.589""","=""110129.926""","=""3d7.(4F).4d""","=""e 5P""","=""3""","=""3d7.(4F<9/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.92658""","=""0.00012""","=""508.92379""","=""0.00013""","=""430*""","=""8.e+06""",D,"=""91958.369""","=""111602.201""","=""3d7.(4F).4d""","=""e 5D""","=""3""","=""3d7.(4F<5/2>).4f""","=""2[3/2]*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.92658""","=""0.00012""","=""508.92706""","=""0.00008""","=""430*""","=""7.5e+07""",C+,"=""91928.989""","=""111572.695""","=""3d7.(4F).4d""","=""e 5G""","=""2""","=""3d7.(4F<5/2>).4f""","=""2[5/2]*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""508.9866""","=""0.0003""","=""508.98839""","=""0.00008""","=""43*""","=""1.5e+05""",D,"=""92359.180""","=""112000.519""","=""3d7.(4F).4d""","=""e 3H""","=""5""","=""3d7.(4F<3/2>).4f""","=""2[9/2]*""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""509.01515""","=""0.00008""","=""509.01508""","=""0.00005""","=""150""","=""1.0e+06""",D,"=""91352.880""","=""110993.189""","=""3d7.(4F).4d""","=""e 5G""","=""4""","=""3d7.(4P).5p""","=""5D*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""509.08724""","=""0.00011""","=""509.08787""","=""0.00008""","=""520*""","=""1.6e+07""",C+,"=""91918.200""","=""111555.701""","=""3d7.(4F).4d""","=""e 3G""","=""4""","=""3d7.(4F<5/2>).4f""","=""2[7/2]*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
