element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Co,2,"=""189.7496""","=""0.0009""","=""189.747214""","=""0.000011""","=""2400""","=""1.2e+07""",D,"=""46320.832""","=""99022.528""","=""3d7.(4F).4p""","=""z 5D*""","=""4""","=""3d7.(4P).5s""","=""5P""","=""3""",9,7,,"=""T6999""","=""L4687c119""",
Co,3,"=""189.7542""","=""0.0010""","=""189.75573""","=""0.00003""","=""350""","=""4.6e+06""",D+,"=""73541.580""","=""126240.912""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 4H*""","=""9/2""",8,10,,"=""u37""","=""L6156c164""",
Co,2,"=""189.8885""","=""0.0012""","=""189.88520""","=""0.00005""","=""340""","=""5.e+05""",E,"=""31199.412""","=""83862.81""","=""3d7.(2D2).4s""","=""b 1D""","=""2""","=""3d7.(2F).4p""","=""w 3F*""","=""3""",5,7,,"=""T6999""","=""L4687c119""",
Co,2,"=""189.90113""","=""0.00011""","=""189.901054""","=""0.000014""","=""570""","=""1.7e+06""",E,"=""10708.331""","=""63367.333""","=""3d7.(4F).4s""","=""b 3F""","=""3""","=""3d7.(4P).4p""","=""z 5P*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,3,"=""189.9192""","=""0.0003""","=""189.91891""","=""0.00005""","=""160""","=""8.e+06""",E,"=""78928.889""","=""131582.939""","=""3d6.(3F2).4s""","=""b 2F""","=""7/2""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,3,"=""189.97932""","=""0.00018""","=""189.97937""","=""0.00011""","=""1400""","=""8.4e+07""",C,"=""86285.104""","=""138922.399""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1G2).4p""","=""w 2H*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""190.07503""","=""0.00008""","=""190.07510""","=""0.00003""","=""1600""","=""4.9e+07""",C,"=""78928.889""","=""131539.674""","=""3d6.(3F2).4s""","=""b 2F""","=""7/2""","=""3d6.(3H).4p""","=""y 2H*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""190.0808""","=""0.0003""","=""190.08058""","=""0.00022""","=""470""","=""2.6e+08""",C,"=""91815.362""","=""144424.63""","=""3d6.(1D2).4s""","=""d 2D""","=""3/2""","=""3d6.(1S2).4p""","=""w 2P*""","=""1/2""",4,2,,"=""u37""","=""L19543c139""",
Co,3,"=""190.13572""","=""0.00008""","=""190.13568""","=""0.00006""","=""5300""","=""3.5e+08""",C+,"=""86328.378""","=""138922.399""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1G2).4p""","=""w 2H*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""190.1672""","=""0.0005""","=""190.16538""","=""0.00004""","=""120bl""","=""5.5e+06""",D+,"=""77122.520""","=""129708.327""","=""3d6.(3G).4s""","=""a 4G""","=""9/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""",10,8,,"=""u37""","=""L19543c140,c153""",
Co,3,"=""190.2556""","=""0.0005""","=""190.25550""","=""0.00003""","=""110""","=""1.2e+07""",D+,"=""77624.280""","=""130185.178""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3F2).4p""","=""z 2F*""","=""7/2""",10,8,,"=""u37""","=""L19543c140""",
Co,3,"=""""","=""""","=""190.2812""","=""0.0005""","=""""","=""6.6e+00""",C,"=""24238.81""","=""76792.604""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""",4,4,E2,"=""u37""","=""""",
Co,2,"=""190.31913""","=""0.00007""","=""190.319186""","=""0.000014""","=""1300""","=""8.e+06""",D,"=""11321.860""","=""63865.170""","=""3d7.(4F).4s""","=""b 3F""","=""2""","=""3d7.(4P).4p""","=""y 3D*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""190.38623""","=""0.00015""","=""190.38593""","=""0.00011""","=""86""","=""1.1e+07""",D+,"=""91716.45""","=""144241.34""","=""3d6.(1D2).4s""","=""d 2D""","=""5/2""","=""3d6.(3D).4p""","=""w 2F*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,3,"=""190.535236""","=""0.000023""","=""190.535209""","=""0.000022""","=""6900""","=""3.2e+08""",C+,"=""82921.847""","=""135405.585""","=""3d6.(3G).4s""","=""b 2G""","=""7/2""","=""3d6.(3G).4p""","=""z 2H*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""190.56772""","=""0.00007""","=""190.56774""","=""0.00005""","=""1500""","=""1.6e+08""",C,"=""78435.621""","=""130910.399""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""",2,4,,"=""u37""","=""L19543c139""",
Co,3,"=""190.62625""","=""0.00008""","=""190.62620""","=""0.00004""","=""1600""","=""9.4e+07""",C,"=""79426.563""","=""131885.250""","=""3d6.(3F2).4s""","=""b 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,3,"=""190.6488""","=""0.0005""","=""190.64884""","=""0.00005""","=""45bl(Ne)""","=""1.1e+06""",D,"=""73541.580""","=""125994.037""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""",8,6,,"=""u37""","=""L19543c140""",
Co,3,"=""190.74467""","=""0.00020""","=""190.74513""","=""0.00015""","=""670""","=""1.3e+08""",C,"=""91815.362""","=""144241.34""","=""3d6.(1D2).4s""","=""d 2D""","=""3/2""","=""3d6.(3D).4p""","=""w 2F*""","=""5/2""",4,6,,"=""u37""","=""L19543c139""",
Co,2,"=""190.852250""","=""0.000015""","=""190.852220""","=""0.000007""","=""4200""","=""1.8e+07""",D,"=""13260.688""","=""65657.249""","=""3d8""","=""a 3P""","=""2""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""190.9449""","=""0.0010""","=""190.9445""","=""0.0008""","=""310""","=""3.7e+07""",D+,"=""99636.25""","=""152007.50""","=""3d6.(1F).4s""","=""c 2F""","=""7/2""","=""3d6.(1F).4p""","=""v 2G*""","=""7/2""",8,8,,"=""u37""","=""L6156c164""",
Co,3,"=""190.96628""","=""0.00009""","=""190.96630""","=""0.00009""","=""4000""","=""5.0e+08""",C+,"=""99642.24""","=""152007.50""","=""3d6.(1F).4s""","=""c 2F""","=""5/2""","=""3d6.(1F).4p""","=""v 2G*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,3,"=""191.0146""","=""0.0003""","=""191.01467""","=""0.00005""","=""210""","=""1.6e+07""",D+,"=""78928.889""","=""131280.888""","=""3d6.(3F2).4s""","=""b 2F""","=""7/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,3,"=""191.083952""","=""0.000024""","=""191.083965""","=""0.000022""","=""7500""","=""2.8e+08""",C+,"=""82364.601""","=""134697.616""","=""3d6.(3G).4s""","=""b 2G""","=""9/2""","=""3d6.(3G).4p""","=""y 2H*""","=""11/2""",10,12,,"=""u37""","=""L19543c139""",
Co,3,"=""191.11698""","=""0.00013""","=""191.11677""","=""0.00004""","=""840""","=""2.7e+07""",D+,"=""77384.2947""","=""129708.327""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,3,"=""191.2459""","=""0.0003""","=""191.24584""","=""0.00007""","=""450""","=""6.7e+07""",D+,"=""78435.621""","=""130724.341""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""1/2""",2,2,,"=""u37""","=""L19543c139""",
Co,3,"=""191.29526""","=""0.00016""","=""191.29517""","=""0.00006""","=""1100""","=""6.8e+07""",D+,"=""77473.535""","=""129748.771""","=""3d6.(3G).4s""","=""a 4G""","=""5/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,3,"=""191.3280""","=""0.0005""","=""191.32867""","=""0.00005""","=""37""","=""1.0e+06""",D,"=""73727.954""","=""125994.037""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""",6,6,,"=""u37""","=""L19543c140""",
Co,3,"=""""","=""""","=""191.3304""","=""0.0005""","=""""","=""2.7e+01""",C,"=""37022.42""","=""89288.021""","=""3d7""","=""a 2F""","=""5/2""","=""3d6.(3D).4s""","=""c 2D""","=""3/2""",6,4,E2,"=""u37""","=""""",
Co,2,"=""191.376820""","=""0.000018""","=""191.376835""","=""0.000011""","=""1600""","=""1.5e+06""",E,"=""13404.321""","=""65657.249""","=""3d8""","=""a 3P""","=""1""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""191.5735""","=""0.0005""","=""""","=""1.5e+01""",C,"=""37317.85""","=""89517.135""","=""3d7""","=""a 2F""","=""7/2""","=""3d6.(3D).4s""","=""c 2D""","=""5/2""",8,6,E2,"=""u37""","=""""",
Co,2,"=""191.5856""","=""0.0012""","=""191.585357""","=""0.000011""","=""340""","=""1.2e+07""",D,"=""47039.105""","=""99235.161""","=""3d7.(4F).4p""","=""z 5D*""","=""3""","=""3d7.(4P).5s""","=""5P""","=""2""",7,5,,"=""T6999""","=""L4687c119""",
Co,3,"=""191.61029""","=""0.00005""","=""191.61030""","=""0.00005""","=""1600""","=""4.8e+08""",C+,"=""112108.471""","=""164297.733""","=""3d6.(3F1).4s""","=""d 2F""","=""5/2""","=""3d6.(3F1).4p""","=""u 2G*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,3,"=""191.73118""","=""0.00011""","=""191.73111""","=""0.00005""","=""940""","=""8.e+07""",E,"=""79426.563""","=""131582.939""","=""3d6.(3F2).4s""","=""b 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,2,"=""191.763100""","=""0.000015""","=""191.763096""","=""0.000008""","=""4700""","=""2.4e+07""",D,"=""13260.688""","=""65408.365""","=""3d8""","=""a 3P""","=""2""","=""3d7.(2P).4p""","=""z 3P*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""191.910330""","=""0.000016""","=""191.910327""","=""0.000022""","=""970""","=""1.2e+07""",E,"=""13404.321""","=""65511.991""","=""3d8""","=""a 3P""","=""1""","=""3d7.(4P).4p""","=""y 3P*""","=""0""",3,1,,"=""T6999""","=""L9429c118""",
Co,3,"=""191.91191""","=""0.00003""","=""191.91188""","=""0.00003""","=""34000bl(Co II)""","=""1.9e+08""",C+,"=""46438.883""","=""98546.132""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).4p""","=""z 6D*""","=""7/2""",10,8,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""191.99779""","=""0.00023""","=""191.99737""","=""0.00004""","=""230""","=""1.4e+07""",D+,"=""77624.280""","=""129708.327""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""",10,8,,"=""u37""","=""L19543c139""",
Co,2,"=""192.071440""","=""0.000015""","=""192.071441""","=""0.000015""","=""1900""","=""8.e+06""",D,"=""13593.288""","=""65657.249""","=""3d8""","=""a 3P""","=""0""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""192.1984""","=""0.0005""","=""192.19808""","=""0.00003""","=""130""","=""6.2e+06""",D+,"=""56373.944""","=""108403.600""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""3/2""",6,4,,"=""u37""","=""L19543c140""",
Co,2,"=""192.2531""","=""0.0009""","=""192.251514""","=""0.000015""","=""2400""","=""9.e+06""",D,"=""47537.365""","=""99552.560""","=""3d7.(4F).4p""","=""z 5D*""","=""2""","=""3d7.(4P).5s""","=""5P""","=""1""",5,3,,"=""T6999""","=""L4687c119""",
Co,2,"=""192.25628""","=""0.00004""","=""192.256245""","=""0.000015""","=""1800""","=""6.e+06""",D,"=""11651.277""","=""63665.192""","=""3d8""","=""a 1D""","=""2""","=""3d7.(4P).4p""","=""z 5P*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""192.292750""","=""0.000016""","=""192.292738""","=""0.000015""","=""1900""","=""9.e+06""",D,"=""13404.321""","=""65408.365""","=""3d8""","=""a 3P""","=""1""","=""3d7.(2P).4p""","=""z 3P*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""192.3679""","=""0.0012""","=""192.369017""","=""0.000011""","=""330""","=""4.6e+06""",D,"=""47039.105""","=""99022.528""","=""3d7.(4F).4p""","=""z 5D*""","=""3""","=""3d7.(4P).5s""","=""5P""","=""3""",7,7,,"=""T6999""","=""L4687c119""",
Co,3,"=""192.37876""","=""0.00025""","=""192.3781""","=""0.0003""","=""400""","=""3.2e+07""",D+,"=""112111.42""","=""164092.38""","=""3d6.(3F1).4s""","=""d 2F""","=""7/2""","=""3d6.(3P1).4p""","=""w 4P*""","=""5/2""",8,6,,"=""u37""","=""L19543c139""",
Co,3,"=""""","=""""","=""192.4181""","=""0.0005""","=""""","=""4.9e+00""",C,"=""37317.85""","=""89288.021""","=""3d7""","=""a 2F""","=""7/2""","=""3d6.(3D).4s""","=""c 2D""","=""3/2""",8,4,E2,"=""u37""","=""""",
Co,3,"=""192.4523""","=""0.0004""","=""192.4533""","=""0.0003""","=""1100""","=""2.8e+08""",C,"=""91716.45""","=""143677.12""","=""3d6.(1D2).4s""","=""d 2D""","=""5/2""","=""3d6.(1D2).4p""","=""x 2P*""","=""3/2""",6,4,,"=""u37""","=""L19543c139""",
Co,3,"=""192.5254""","=""0.0004""","=""192.52578""","=""0.00006""","=""550""","=""2.1e+07""",D+,"=""73287.242""","=""125228.339""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""",10,8,,"=""u37""","=""L19543c139""",
Co,2,"=""192.54567""","=""0.00005""","=""192.545745""","=""0.000011""","=""370""","=""6.e+05""",E,"=""11651.277""","=""63586.987""","=""3d8""","=""a 1D""","=""2""","=""3d7.(4P).4p""","=""y 3D*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,3,"=""192.5544""","=""0.0003""","=""192.55558""","=""0.00006""","=""520bl(Co III)""","=""9.e+06""",D+,"=""77624.280""","=""129557.337""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""11/2""",10,12,,"=""u37""","=""L19543c139,c153""",
Co,2,"=""192.62638""","=""0.00012""","=""192.626367""","=""0.000011""","=""480""","=""6.e+05""",E,"=""13260.688""","=""65174.661""","=""3d8""","=""a 3P""","=""2""","=""3d7.(2G).4p""","=""y 3G*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,3,"=""192.71964""","=""0.00020""","=""192.71956""","=""0.00011""","=""1000""","=""2.3e+07""",D+,"=""85475.591""","=""137364.460""","=""3d6.(1I).4s""","=""a 2I""","=""13/2""","=""3d6.(1I).4p""","=""z 2K*""","=""13/2""",14,14,,"=""u37""","=""L19543c139""",
Co,3,"=""192.773714""","=""0.000023""","=""192.773708""","=""0.000022""","=""9700""","=""3.7e+08""",C+,"=""78928.889""","=""130803.183""","=""3d6.(3F2).4s""","=""b 2F""","=""7/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""192.847935""","=""0.000022""","=""192.847945""","=""0.000022""","=""8400""","=""3.3e+08""",C+,"=""79426.563""","=""131280.888""","=""3d6.(3F2).4s""","=""b 2F""","=""5/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,3,"=""192.857085""","=""0.000020""","=""192.857090""","=""0.000019""","=""110000""","=""5.1e+08""",C+,"=""46438.883""","=""98290.749""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).4p""","=""z 6D*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""192.87999""","=""0.00003""","=""192.87999""","=""0.00003""","=""25000""","=""5.3e+08""",C+,"=""85518.751""","=""137364.460""","=""3d6.(1I).4s""","=""a 2I""","=""11/2""","=""3d6.(1I).4p""","=""z 2K*""","=""13/2""",12,14,,"=""u37""","=""L19543c139""",
Co,3,"=""192.94197""","=""0.00015""","=""192.94196""","=""0.00004""","=""340""","=""1.7e+07""",D+,"=""73541.580""","=""125370.637""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""",8,6,,"=""u37""","=""L19543c139""",
Co,3,"=""192.975985""","=""0.000022""","=""192.975994""","=""0.000019""","=""39000""","=""3.0e+08""",C+,"=""47003.724""","=""98823.641""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(5D).4p""","=""z 6D*""","=""5/2""",8,6,,"=""u37""","=""L19543c139""",
Co,3,"=""193.04778""","=""0.00006""","=""193.04785""","=""0.00003""","=""3000""","=""4.1e+07""",D+,"=""55729.463""","=""107530.093""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,3,"=""193.27511""","=""0.00013""","=""193.27500""","=""0.00004""","=""440bl(Ne)*""","=""2.0e+06""",D+,"=""76520.408""","=""128260.156""","=""3d6.(3G).4s""","=""a 4G""","=""11/2""","=""3d6.(3H).4p""","=""z 2I*""","=""11/2""",12,12,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""193.27511""","=""0.00013""","=""193.27507""","=""0.00019""","=""440bl(Ne)*""","=""2.8e+08""",C+,"=""112111.42""","=""163851.15""","=""3d6.(3F1).4s""","=""d 2F""","=""7/2""","=""3d6.(3F1).4p""","=""u 2D*""","=""5/2""",8,6,,"=""u37""","=""L19543c139""",
Co,3,"=""193.29657""","=""0.00022""","=""193.29687""","=""0.00006""","=""130""","=""1.2e+07""",D+,"=""76792.604""","=""128526.498""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""5/2""",4,6,,"=""u37""","=""L19543c139""",
Co,3,"=""193.32432""","=""0.00013""","=""193.32441""","=""0.00004""","=""2400""","=""6.9e+07""",C,"=""73287.242""","=""125013.768""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3H).4p""","=""z 4G*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,2,"=""193.36363""","=""0.00007""","=""193.363547""","=""0.000022""","=""510""","=""1.0e+06""",E,"=""11651.277""","=""63367.333""","=""3d8""","=""a 1D""","=""2""","=""3d7.(4P).4p""","=""z 5P*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""193.4091""","=""0.0012""","=""193.409460""","=""0.000015""","=""330""","=""1.3e+07""",D,"=""47848.781""","=""99552.560""","=""3d7.(4F).4p""","=""z 5D*""","=""1""","=""3d7.(4P).5s""","=""5P""","=""1""",3,3,,"=""T6999""","=""L4687c119""",
Co,3,"=""193.42693""","=""0.00006""","=""193.42693""","=""0.00006""","=""2200""","=""4.7e+08""",C+,"=""112111.42""","=""163810.53""","=""3d6.(3F1).4s""","=""d 2F""","=""7/2""","=""3d6.(3F1).4p""","=""u 2G*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""193.47312""","=""0.00005""","=""193.47315""","=""0.00004""","=""2600""","=""9.5e+07""",C,"=""73541.580""","=""125228.339""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,3,"=""193.50234""","=""0.00003""","=""193.502335""","=""0.000022""","=""5500""","=""9.9e+07""",C,"=""56373.944""","=""108052.907""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,2,"=""193.59608""","=""0.00004""","=""193.596067""","=""0.000008""","=""380""","=""5.e+05""",E,"=""13260.688""","=""64914.630""","=""3d8""","=""a 3P""","=""2""","=""3d7.(4P).4p""","=""y 3P*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,3,"=""193.63829""","=""0.00006""","=""193.63827""","=""0.00004""","=""1800""","=""8.2e+07""",C,"=""73727.954""","=""125370.637""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,3,"=""193.67786""","=""0.00010""","=""193.67773""","=""0.00006""","=""1100""","=""1.12e+08""",C,"=""76792.604""","=""128424.767""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""3/2""",4,4,,"=""u37""","=""L19543c139""",
Co,3,"=""193.693688""","=""0.000021""","=""193.693709""","=""0.000019""","=""33000""","=""3.8e+08""",C+,"=""47416.016""","=""99043.919""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d6.(5D).4p""","=""z 6D*""","=""3/2""",6,4,,"=""u37""","=""L19543c139""",
Co,2,"=""193.707650""","=""0.000016""","=""193.707636""","=""0.000015""","=""1600""","=""2.7e+07""",D,"=""13404.321""","=""65028.512""","=""3d8""","=""a 3P""","=""1""","=""3d7.(2P).4p""","=""z 3P*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""193.76590""","=""0.00003""","=""193.765934""","=""0.000023""","=""4800""","=""1.3e+08""",C,"=""56794.941""","=""108403.600""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4F*""","=""3/2""",4,4,,"=""u37""","=""L19543c139""",
Co,3,"=""193.8226""","=""0.0005""","=""193.82250""","=""0.00009""","=""37""","=""9.e+06""",D+,"=""72343.066""","=""123936.664""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3P2).4p""","=""z 4S*""","=""3/2""",4,4,,"=""u37""","=""L19543c140""",
Co,3,"=""194.014993""","=""0.000021""","=""194.014994""","=""0.000019""","=""45000""","=""2.6e+08""",C+,"=""47003.724""","=""98546.132""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(5D).4p""","=""z 6D*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,2,"=""194.0395""","=""0.0012""","=""194.039412""","=""0.000011""","=""330""","=""5.3e+06""",D,"=""49697.683""","=""101233.605""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(2G).5s""","=""f 3G""","=""5""",9,11,,"=""T6999""","=""L4687c119""",
Co,3,"=""194.0669""","=""0.0005""","=""194.06673""","=""0.00011""","=""490""","=""1.8e+07""",D+,"=""86285.104""","=""137813.771""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""",10,8,,"=""u37""","=""L19543c140""",
Co,2,"=""194.128520""","=""0.000015""","=""194.128513""","=""0.000008""","=""21000""","=""7.7e+07""",B,"=""0.000""","=""51512.268""","=""3d8""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""z 3D*""","=""3""",9,7,,"=""T6881""","=""L9429c118""",
Co,2,"=""194.13603""","=""0.00003""","=""194.135896""","=""0.000015""","=""380""","=""1.6e+06""",E,"=""13404.321""","=""64914.630""","=""3d8""","=""a 3P""","=""1""","=""3d7.(4P).4p""","=""y 3P*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,3,"=""194.14605""","=""0.00008""","=""194.14607""","=""0.00005""","=""4100""","=""1.8e+08""",C+,"=""73863.028""","=""125370.637""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""",4,6,,"=""u37""","=""L19543c139""",
Co,3,"=""194.17294""","=""0.00003""","=""194.1728""","=""0.0005""","=""5100*""","=""1.18e+08""",C,"=""89288.021""","=""140788.54""","=""3d6.(3D).4s""","=""c 2D""","=""3/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""5/2""",4,6,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""194.17294""","=""0.00003""","=""194.17331""","=""0.00006""","=""5100*""","=""1.47e+08""",C+,"=""73727.954""","=""125228.339""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""",6,8,,"=""u37""","=""L19543c139,c153""",
Co,2,"=""194.2283""","=""0.0012""","=""194.230715""","=""0.000019""","=""940bl""","=""8.e+05""",E,"=""47537.365""","=""99022.528""","=""3d7.(4F).4p""","=""z 5D*""","=""2""","=""3d7.(4P).5s""","=""5P""","=""3""",5,7,,"=""T6999""","=""L4687c119""",
Co,2,"=""194.23581""","=""0.00002""","=""194.235815""","=""0.000011""","=""820""","=""7.e+06""",D,"=""18973.727""","=""70457.538""","=""3d8""","=""a 1G""","=""4""","=""3d7.(2D2).4p""","=""x 3F*""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,3,"=""194.236919""","=""0.000023""","=""194.23572""","=""0.00006""","=""21000*""","=""5.7e+06""",D+,"=""79426.563""","=""130910.399""","=""3d6.(3F2).4s""","=""b 2F""","=""5/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""",6,4,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""194.236919""","=""0.000023""","=""194.23695""","=""0.00005""","=""21000*""","=""4.5e+08""",C,"=""47699.261""","=""99182.770""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d6.(5D).4p""","=""z 6D*""","=""1/2""",4,2,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""194.24960""","=""0.00005""","=""194.24961""","=""0.00005""","=""5600""","=""1.40e+08""",C+,"=""73287.242""","=""124767.396""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3H).4p""","=""z 4G*""","=""11/2""",10,12,,"=""u37""","=""L19543c139""",
Co,3,"=""194.27967""","=""0.00003""","=""194.279676""","=""0.000023""","=""4600""","=""1.30e+08""",C+,"=""73541.580""","=""125013.768""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 4G*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
