element,ion_stage,species,wavelength_nm,observed_nm,ritz_nm,wavelength_medium,intensity,intensity_raw,Aki,accuracy,Ei_cm-1,Ek_cm-1,conf_i,term_i,J_i,conf_k,term_k,J_k
Al,2,Al II,198.8733,,198.8733,vacuum,,,1200000.0,D,95551.44,145834.70,3s.3d,3D,1,3p.4s,3P*,1
Al,2,Al II,199.0531,199.0531,199.0533,vacuum,315.0,315,1380000000.0,A,59852.02,110089.83,3s.3p,1P*,1,3s.3d,1D,2
Al,2,Al II,199.105,199.105,199.1052,vacuum,1.0,1,4770000.0,D,95551.44,145776.15,3s.3d,3D,1,3p.4s,3P*,0
Al,2,Al II,201.6053,201.6053,201.6052,air,150.0,150,98200000.0,C+,95549.42,145135.31,3s.3d,3D,3,3s.8f,3F*,4
Al,2,Al II,201.6193,201.6193,201.6189,air,80.0,80,11000000.0,D,95549.42,145131.93,3s.3d,3D,3,3s.8f,3F*,3
Al,2,Al II,201.6234,201.6234,201.6234,air,150.0,150,87300000.0,C+,95550.51,145131.93,3s.3d,3D,2,3s.8f,3F*,3
Al,2,Al II,201.6288,,201.6288,air,,,432000.0,E,95549.42,145129.51,3s.3d,3D,3,3s.8f,3F*,2
Al,2,Al II,201.6334,201.6334,201.6332,air,50.0,50,15300000.0,D,95550.51,145129.51,3s.3d,3D,2,3s.8f,3F*,2
Al,2,Al II,201.6369,201.6369,201.637,air,100.0,100,82500000.0,C,95551.44,145129.51,3s.3d,3D,1,3s.8f,3F*,2
Al,2,Al II,202.2081,202.2081,202.2082,air,40.0,40,40500000.0,C+,85481.35,134919.40,3p2,1D,2,3s.6p,1P*,1
Al,3,Al III,207.3633,,207.3633,air,,*,2860000.0,B+,165786.32,213995.48,2p6.4d,2D,5/2,2p6.8f,2F*,5/2
Al,3,Al III,207.3633,,207.3633,air,,*,42800000.0,A,165786.32,213995.48,2p6.4d,2D,5/2,2p6.8f,2F*,7/2
Al,3,Al III,207.3684,,207.3684,air,,,40000000.0,A,165787.51,213995.48,2p6.4d,2D,3/2,2p6.8f,2F*,5/2
Al,2,Al II,207.4009,207.4009,207.4009,air,200.0,200,141000000.0,B,85481.35,133681.78,3p2,1D,2,3s.5f,1F*,3
Al,3,Al III,208.9163,,208.9163,air,,,48700000.0,A,143633.38,191484.23,2p6.4p,2P*,1/2,2p6.6s,2S,1/2
Al,3,Al III,209.2667,,209.2667,air,,,97300000.0,A+,143713.50,191484.23,2p6.4p,2P*,3/2,2p6.6s,2S,1/2
Al,2,Al II,209.4264,209.4264,209.4263,air,700.0,700,184000000.0,C+,95549.42,143283.75,3s.3d,3D,3,3s.7f,3F*,4
Al,2,Al II,209.4744,209.4744,209.4741,air,150.0,150,20500000.0,D,95549.42,143272.86,3s.3d,3D,3,3s.7f,3F*,3
Al,2,Al II,209.479,209.479,209.4789,air,300.0,300,164000000.0,C+,95550.51,143272.86,3s.3d,3D,2,3s.7f,3F*,3
Al,2,Al II,209.5049,,209.5049,air,,,810000.0,E,95549.42,143265.83,3s.3d,3D,3,3s.7f,3F*,2
Al,2,Al II,209.51,209.51,209.5097,air,100.0,100,28700000.0,D,95550.51,143265.83,3s.3d,3D,2,3s.7f,3F*,2
Al,2,Al II,209.514,209.514,209.5138,air,200.0,200,155000000.0,C+,95551.44,143265.83,3s.3d,3D,1,3s.7f,3F*,2
Al,1,Al I,211.8312,211.8312,211.8316,air,,"g,a",10300000.0,C,0.000,47192.38,3s2.3p,2P*,1/2,3s2.10d,2D,3/2
Al,1,Al I,212.33586,,212.33586,air,,,2000000.0,D,112.061,47192.38,3s2.3p,2P*,3/2,3s2.10d,2D,3/2
Al,1,Al I,212.3362,212.3362,212.33586,air,1.0,1g,12200000.0,C,112.061,47192.38,3s2.3p,2P*,3/2,3s2.10d,2D,5/2
Al,1,Al I,212.9663,212.9663,212.96627,air,1.0,1g,15200000.0,C,0.000,46940.97,3s2.3p,2P*,1/2,3s2.9d,2D,3/2
Al,1,Al I,213.4733,213.4733,213.47331,air,2.0,2g,18100000.0,C,112.061,46941.55,3s2.3p,2P*,3/2,3s2.9d,2D,5/2
Al,1,Al I,213.47596,,213.47596,air,,,3000000.0,D,112.061,46940.97,3s2.3p,2P*,3/2,3s2.9d,2D,3/2
Al,1,Al I,214.5555,214.5555,214.55548,air,3.0,3g,20600000.0,C,0.000,46593.32,3s2.3p,2P*,1/2,3s2.8d,2D,3/2
Al,1,Al I,215.0699,215.0699,215.06989,air,5.0,5g,24600000.0,C,112.061,46593.95,3s2.3p,2P*,3/2,3s2.8d,2D,5/2
